yemek_id,yemek_adi,kalori (kcal),protein (g),karbonhidrat (g),yag (g),porsiyon_turu,minimum_porsiyon_boyutu,porsiyon_artıs_birimi,porsiyon_metrik_türü,porsiyon_metrik,ana_bilesenler,tarif,maksimum_porsiyon
410,pancake,86.0,2.4,14.2,2.4,adet,1.0,1.0,gram,38.0,"un, süt, yumurta, şeker, kabartma tozu, tuz, tereyağı","Un, süt, yumurta, şeker, kabartma tozu ve tuzu karıştırın. Tavada tereyağı ile pişirin.",5.0
411,izgara tavuk ve bulgur pilavı,450.0,35.0,50.0,10.0,porsiyon,1.0,1.0,gram,300.0,"tavuk göğsü, bulgur, zeytinyağı, tuz, karabiber","Tavuk göğsü zeytinyağı ile marine edilip ızgarada pişirilir. Bulgur, su ve tuz ile pişirilerek pilav yapılır.",3.0
412,tam buğday ekmek ve peynir,250.0,12.0,30.0,10.0,dilim,1.0,1.0,gram,100.0,"tam buğday ekmek, beyaz peynir",Tam buğday ekmeği dilimleyin ve üzerine beyaz peynir koyarak servis yapın.,4.0
413,kıymalı sebzeli güveç,350.0,20.0,25.0,18.0,porsiyon,1.0,0.5,gram,300.0,"kıyma, patates, havuç, biber, domates, soğan, sarımsak","Kıyma ve doğranmış sebzeler zeytinyağında kavrulur, baharat eklenir ve güveç kabında pişirilir.",4.0
414,izgara balık,232.0,25.0,0.0,14.0,porsiyon,1.0,0.5,gram,150.0,"balık fileto, zeytinyağı, limon, baharatlar","Balık filetolarını zeytinyağı, limon ve baharatlarla marine edin. Izgarada her iki tarafını 5-7 dakika pişirin.",3.0
415,yoğurtlu cacık,60.0,3.0,5.0,3.0,kase,1.0,1.0,gram,200.0,"yoğurt, salatalık, su, sarımsak, tuz, nane",Yoğurdu bir kaseye alın. Salatalıkları rendeleyip yoğurda ekleyin. Üzerine su ekleyip karıştırın. Sarımsak ve tuz ilave edin. Üzerine nane serpiştirerek servis edin.,4.0
416,yeşil elma,52.0,0.3,14.0,0.2,adet,1.0,1.0,gram,182.0,yeşil elma,Yeşil elmayı yıkayın ve dilimleyerek servis edin.,3.0
417,zeytinyağlı sebze yemeği,150.0,3.0,15.0,10.0,porsiyon,1.0,1.0,gram,200.0,"zeytinyağı, kabak, patlıcan, biber, domates, soğan","Sebzeleri doğrayın, zeytinyağında soteleyin, baharat ekleyip pişirin.",4.0
418,meyve tabağı (elma ve portakal),95.0,1.0,25.0,0.3,porsiyon,1.0,1.0,gram,200.0,"elma, portakal","Bir elma ve bir portakalı dilimleyin, bir tabakta birleştirin.",5.0
419,kepekli kraker,120.0,3.0,18.0,4.0,adet,1.0,1.0,gram,30.0,"kepekli un, su, tuz, zeytinyağı","Kepekli un, su, tuz ve zeytinyağını karıştırarak hamur yapın. İnce açıp kareler kesin ve fırında pişirin.",10.0
420,turp,16.0,0.7,3.4,0.1,adet,1.0,1.0,gram,100.0,turp,Turp dilimleyerek salatalara ekleyebilir veya doğrudan atıştırmalık olarak tüketebilirsiniz.,10.0
421,yoğurt ve bal,180.0,6.0,30.0,4.0,porsiyon,1.0,1.0,gram,200.0,"yoğurt, bal",Bir kase yoğurdun üzerine bal dökerek karıştırın ve servis edin.,3.0
422,meyve ve fındık,200.0,4.0,25.0,12.0,porsiyon,1.0,1.0,gram,100.0,karışık meyve ve fındık,Karışık meyveleri ve fındıkları bir kaseye koyun ve karıştırın.,5.0
423,meyve ve ceviz,200.0,3.0,20.0,15.0,porsiyon,1.0,1.0,gram,100.0,"karışık meyve (örneğin elma, muz, üzüm) ve ceviz",Meyveleri doğrayın ve ceviz ile karıştırın.,5.0
424,yulaflı pancake,200.0,8.0,30.0,6.0,adet,1.0,1.0,gram,100.0,"yulaf ezmesi, süt, yumurta, muz",Yulaf ezmesini sütle karıştırıp ıslatın. Yumurtayı ekleyip karıştırın. Tavaya döküp pişirin.,4.0
425,kırmızı biber,31.0,1.0,6.0,0.3,adet,1.0,1.0,gram,150.0,kırmızı biber,"Kırmızı biberi yıkayın, çekirdeklerini çıkarın ve doğrayarak salatalara veya yemeklere ekleyin.",4.0
426,marul salatası,15.0,1.0,3.0,0.2,porsiyon,1.0,1.0,gram,100.0,"marul, salatalık, domates, limon suyu, zeytinyağı","Marulları doğrayın, salatalık ve domatesi dilimleyin. Limon suyu ve zeytinyağı ile karıştırın.",5.0
427,yoğurtlu semizotu,120.0,5.0,8.0,7.0,porsiyon,1.0,0.5,gram,150.0,"semizotu, yoğurt, zeytinyağı, sarımsak","Semizotunu yıkayıp doğrayın. Yoğurt, zeytinyağı ve ezilmiş sarımsağı karıştırın. Semizotunu ekleyip karıştırın.",3.0
428,etli biber dolması,250.0,15.0,20.0,10.0,adet,1.0,1.0,gram,200.0,"biber, kıyma, pirinç, soğan, domates salçası, zeytinyağı","Biberleri temizleyin. İç harcı için kıyma, pirinç, soğan ve baharatları karıştırın. Biberleri doldurun, tencereye dizin. Üzerine domates salçası ve su karışımı dökün. Kısık ateşte pişirin.",4.0
429,etli bezelye,250.0,18.0,20.0,10.0,porsiyon,1.0,1.0,gram,200.0,"bezelye, kuşbaşı et, havuç, soğan, domates salçası, zeytinyağı","Kuşbaşı etleri kavur, soğan ve havuç ekle, salça ile sotele. Bezelye ekle, su ile pişir.",4.0
430,"salata (domates, salatalık, marul)",50.0,2.0,10.0,0.5,porsiyon,1.0,1.0,gram,150.0,"domates, salatalık, marul","Domates, salatalık ve marulu doğrayın, karıştırın ve servis edin.",3.0
431,lor peyniri,96.0,17.0,3.0,2.0,porsiyon,0.5,0.5,gram,100.0,"süt, peynir altı suyu","Lor peyniri yapmak için peynir altı suyunu kaynatın, süzün ve soğumaya bırakın.",5
432,izgara et,250.0,26.0,0.0,17.0,porsiyon,1.0,1.0,gram,100.0,"sığır eti, tuz, karabiber","Sığır etini tuz ve karabiberle tatlandırın, ardından önceden ısıtılmış ızgarada her iki tarafını yaklaşık 5-7 dakika pişirin.",3.0
433,zeytinyağlı yeşil salata,150.0,2.0,10.0,12.0,porsiyon,1.0,1.0,gram,150.0,"yeşil yapraklı sebzeler, zeytinyağı, limon suyu, tuz","Yeşil yapraklı sebzeleri doğrayın, zeytinyağı, limon suyu ve tuz ile karıştırın.",3.0
434,süt (yarım yağlı),50.0,3.5,5.0,1.8,porsiyon,1.0,1.0,ml,100.0,yarım yağlı süt,"Yarım yağlı süt, içmek veya tariflerde kullanmak için uygundur.",1000.0
435,balık buğulama,250.0,30.0,10.0,10.0,porsiyon,1.0,0.5,gram,250.0,"balık, soğan, domates, biber, limon, zeytinyağı, baharatlar","Balık temizlenip dilimlenir. Soğan, domates ve biber doğranır. Tüm malzemeler bir tencereye konur, baharatlar ve limon eklenir. Kısık ateşte pişirilir.",4.0
436,tam buğdaylı krep,120.0,5.0,18.0,3.0,adet,1.0,1.0,gram,50.0,"tam buğday unu, süt, yumurta, zeytinyağı","Tam buğday unu, süt, yumurta ve zeytinyağını karıştırarak pürüzsüz bir hamur elde edin. Isıtılmış tavada ince bir tabaka halinde pişirin.",5.0
437,balık izgara,200.0,22.0,0.0,12.0,porsiyon,1.0,1.0,gram,150.0,"balık, zeytinyağı, limon, tuz, karabiber","Balığı temizleyin, zeytinyağı, limon, tuz ve karabiberle marine edin. Izgarada pişirin.",3.0
438,zeytinyağı,884.0,0.0,0.0,100.0,porsiyon,1.0,1.0,ml,100.0,zeytinyağı,Zeytinlerin preslenmesiyle elde edilen doğal yağ.,1000.0
439,sebzeli pilav,250.0,5.0,45.0,6.0,porsiyon,1.0,0.5,gram,200.0,"pirinç, havuç, bezelye, biber, soğan, zeytinyağı","Pirinç yıkanır ve süzülür. Zeytinyağında soğan, havuç, biber sotelenir. Pirinç eklenir, kavrulur. Bezelye ve su eklenip pişirilir.",4.0
440,kırmızı et (dana),250.0,26.0,0.0,17.0,porsiyon,1.0,1.0,gram,100.0,Dana eti,Dana etini dilediğiniz baharatlarla marine edip ızgarada veya tavada pişirin.,300.0
441,karnabahar,25.0,1.9,4.9,0.3,porsiyon,1.0,1.0,gram,100.0,karnabahar,"Karnabaharı çiçeklerine ayırın, su ve tuz ile haşlayın. Zeytinyağı ve limon ile servis edin.",5.0
442,barbunya pilaki,250.0,8.0,30.0,10.0,porsiyon,1.0,0.5,gram,200.0,"barbunya, soğan, havuç, domates, zeytinyağı","Barbunyalar haşlanır. Soğan, havuç ve domates zeytinyağında kavrulur. Haşlanmış barbunyalar eklenir ve pişirilir.",4.0
443,yulaf,389.0,16.9,66.3,6.9,porsiyon,0.0,0.0,gram,40.0,yulaf ezmesi,Yulafı süt veya su ile pişirip üzerine meyve veya kuruyemiş ekleyin.,3.0
444,menemen (2 yumurta),250.0,14.0,8.0,18.0,porsiyon,1.0,1.0,gram,200.0,"yumurta, domates, biber, zeytinyağı","Zeytinyağında biberleri soteleyin, domates ekleyin. Yumurtaları kırıp karıştırarak pişirin.",3.0
445,kabak mücver,200.0,6.0,22.0,10.0,adet,1.0,1.0,gram,100.0,"kabak, un, yumurta, peynir, dereotu","Kabakları rendeleyin, fazla suyunu sıkın. Un, yumurta, peynir ve dereotu ile karıştırın. Tavada kızartın.",5.0
446,chia tohumu,486.0,16.5,42.1,30.7,porsiyon,1.0,1.0,gram,100.0,chia tohumu,Chia tohumlarını su veya süt ile karıştırarak bir süre bekletin. Meyve veya tatlandırıcı ekleyerek tüketebilirsiniz.,100.0
447,karışık turşu,25.0,0.5,5.0,0.1,porsiyon,1.0,1.0,gram,50.0,"salatalık, biber, lahana, havuç, sarımsak, sirke, tuz","Sebzeleri yıka ve doğra. Tuzlu su, sirke ve baharatlarla karıştır. Kavanoza koy ve fermante olmasını bekle.",4.0
448,haşlanmış brokoli,55.0,3.7,11.2,0.6,porsiyon,1.0,1.0,gram,150.0,"brokoli, su, tuz",Brokoliyi küçük parçalara ayırın ve kaynar tuzlu suda 4-5 dakika haşlayın.,5.0
449,çay (şekersiz),2.0,0.0,0.5,0.0,bardak,1.0,1.0,ml,240.0,"su, çay yaprağı",Çay yapraklarını kaynar suya ekleyin ve birkaç dakika demlemeye bırakın.,5.0
450,haşlanmış sebze,50.0,2.0,10.0,0.5,porsiyon,1.0,1.0,gram,100.0,"brokoli, havuç, karnabahar",Sebzeleri eşit büyüklükte doğrayın ve tuzlu suda haşlayın.,5.0
451,fırında köfte,250.0,20.0,10.0,15.0,adet,2.0,1.0,gram,150.0,"kıyma, soğan, ekmek kırıntısı, yumurta, baharatlar","Kıymayı soğan, ekmek kırıntısı, yumurta ve baharatlarla karıştırın. Şekil verip fırında pişirin.",6.0
452,taze fasulye yemeği,150.0,5.0,20.0,6.0,porsiyon,1.0,1.0,gram,200.0,"taze fasulye, domates, soğan, zeytinyağı","Taze fasulyeleri ayıklayıp doğrayın. Soğanları kavurun, domates ekleyin. Fasulyeleri ve suyu ekleyip pişirin.",5.0
453,meyve (çilek),32.0,0.7,7.7,0.3,porsiyon,1.0,1.0,gram,100.0,çilek,Çilek yıkanarak taze olarak tüketilir.,500.0
454,haşlanmış patates,87.0,2.0,20.0,0.1,adet,1.0,1.0,gram,150.0,"patates, su, tuz","Patatesleri soyup doğrayın, su ve tuz ile haşlayın.",5.0
455,Steak,271.0,25.0,0.0,19.0,porsiyon,1.0,1.0,gram,100.0,sığır eti,"Steak'i tuz ve karabiber ile baharatlayın, ardından yüksek ateşte her iki tarafını da mühürleyin. Orta ateşte istenen pişme seviyesine gelene kadar pişirin.",3.0
456,Patates,77.0,2.0,17.0,0.1,adet,1.0,1.0,gram,100.0,Patates,"Patatesleri iyice yıkayın, kabuklarını soyun ve istediğiniz boyutta doğrayın. Haşlayarak veya fırınlayarak pişirin.",5.0
457,Biftek,250.0,26.0,0.0,17.0,porsiyon,1.0,1.0,gram,100.0,Dana eti,"Biftek, ızgarada veya tavada pişirilir.",10.0
458,Patates Kızartması,312.0,3.4,41.4,15.0,porsiyon,1.0,1.0,gram,100.0,"Patates, Ayçiçek Yağı, Tuz","Patatesler dilimlenir, yağda kızartılır ve tuz eklenir.",10.0
459,tavuk gogsu,150.0,31.0,0.0,3.6,porsiyon,1.0,1.0,gram,100.0,tavuk göğsü,,10.0
460,zeytinyagli sarma,150.0,2.5,20.0,7.0,porsiyon,1.0,1.0,gram,100.0,"pirinç, asma yaprağı, zeytinyağı, soğan, baharatlar","Soğanı kavurun, pirinç ve baharatları ekleyin. Asma yapraklarına sarın, tencereye dizin, su ekleyip pişirin.",10.0
461,patlicanli kebap,250.0,15.0,10.0,18.0,porsiyon,1.0,1.0,gram,100.0,"patlıcan, kıyma, soğan, biber, domates","Patlıcanları dilimleyip tuzlu suda bekletin. Kıymayı soğan, tuz ve baharatlarla yoğurun. Patlıcan ve kıyma karışımını şişlere dizin ve ızgarada pişirin.",10.0
462,tam tahıllı ekmek,70.0,3.5,12.0,1.0,dilim,1.0,1.0,gram,28.0,"tam tahıllı un, su, tuz, maya","Tam tahıllı un, su, tuz ve maya karıştırılarak hamur yapılır, mayalanmaya bırakılır ve ardından pişirilir.",10.0
463,labne peyniri,310.0,6.0,4.0,30.0,porsiyon,1.0,1.0,gram,100.0,"süt, krema, yoğurt kültürü","Süt ve krema karışımı pastörize edilir, yoğurt kültürü eklenir ve fermente edilir.",5.0
464,kokorecli kadinbudu kofte,250.0,15.0,20.0,15.0,porsiyon,1.0,1.0,gram,100.0,"kıyma, pirinç, yumurta, kokoreç, un, baharatlar","Kıyma, haşlanmış pirinç, yumurta, baharatlar ve doğranmış kokoreç karıştırılır. Köfte şekli verilip una bulanarak kızartılır.",10.0
465,kokorecli kadinbudu kofte,320.0,18.0,12.0,22.0,porsiyon,1.0,1.0,gram,100.0,"kokoreç, kıyma, pirinç, yumurta, soğan","Kıyma, haşlanmış pirinç, soğan ve yumurta karışımı, kokoreç parçaları ile harmanlanarak köfte şekli verilir ve kızartılır.",10.0
466,kokorecli kadinbudu kofte,350.0,18.0,20.0,22.0,porsiyon,1.0,1.0,gram,100.0,"kokoreç, kıyma, pirinç, yumurta, un, baharatlar","Kıyma, haşlanmış pirinç, yumurta ve baharatlar karıştırılır. Kokoreç parçaları eklenir. Köfte şekli verilerek una bulanır ve kızartılır.",10.0
467,kokorecli kadinbudu kofte,350.0,20.0,25.0,20.0,porsiyon,1.0,1.0,gram,100.0,"kokoreç, kıyma, pirinç, yumurta, un, baharatlar","Kıyma, pirinç, yumurta ve baharatlar karıştırılır, kokoreç eklenir, şekil verilerek unlanır ve kızartılır.",10.0
468,kemik ilikli mercimek corba,120.0,8.0,18.0,3.5,porsiyon,1.0,1.0,gram,100.0,"mercimek, kemik iliği, soğan, havuç, patates, baharatlar","Mercimek, soğan, havuç ve patatesi doğrayın. Kemik iliği ile birlikte tencereye alın ve su ekleyin. Orta ateşte pişirin. Baharatlarla tatlandırın.",10.0
469,kemik ilikli mercimek corba,110.0,8.0,15.0,3.5,porsiyon,1.0,1.0,gram,100.0,"mercimek, kemik iliği, soğan, havuç, su, baharatlar","Mercimek, kemik iliği, soğan ve havuç su ile pişirilir. Baharatlar eklenir ve çorba kıvamına gelene kadar kaynatılır.",10.0
470,sevketi bostan,150.0,8.0,15.0,6.0,porsiyon,1.0,1.0,gram,200.0,"şevketi bostan, kuzu eti, zeytinyağı, soğan, limon",Şevketi bostan bitkisini temizleyip doğrayın. Kuzu etini zeytinyağı ile kavurun. Soğan ekleyip pişirin. Şevketi bostanı ekleyip su ve limon suyu ile pişirin.,10.0
471,tavukfnfjfjf,0.0,0.0,0.0,0.0,porsiyon,1.0,1.0,gram,100.0,,,10.0
472,tavukfnfjfjf,0.0,0.0,0.0,0.0,porsiyon,1.0,1.0,gram,100.0,,,10.0
473,lahanali borek,250.0,6.0,30.0,12.0,porsiyon,1.0,1.0,gram,100.0,"lahana, yufka, peynir, yağ",Lahanayı ince doğrayıp kavurun. Yufkaların arasına lahana ve peynir karışımını koyarak rulo yapın. Üzerine yağ sürüp fırında pişirin.,10.0
474,kokorecli makarnali patates kizartmali yogurtlu yumurtali ekmek kalli citir balikli somon,950.0,45.0,85.0,55.0,porsiyon,1.0,1.0,gram,100.0,"kokoreç, makarna, patates kızartması, yoğurt, yumurta, ekmek, somon","Kokoreç, makarna, patates kızartması, yoğurt ve yumurta karıştırılır. Ekmek üzerine konulur ve somon ile servis edilir.",10.0
475,hummus,166.0,7.9,14.3,8.6,porsiyon,1.0,1.0,gram,100.0,"nohut, tahin, limon suyu, sarımsak, zeytinyağı","Nohut, tahin, limon suyu, sarımsak ve zeytinyağı karıştırılarak püre haline getirilir.",5.0
476,Kokorecli makarnali Mac and cheese,450.0,20.0,50.0,20.0,porsiyon,1.0,1.0,gram,100.0,"makarna, kokoreç, peynir, süt, tereyağı","Makarnayı haşlayın, kokoreçi pişirin. Peynir ve süt ile sos yapın. Hepsini karıştırıp fırınlayın.",10.0
477,kuzu eti,294.0,25.6,0.0,20.8,porsiyon,1.0,1.0,gram,100.0,kuzu eti,"Kuzu etini tuz ve baharatlarla marine edip, ızgarada veya fırında pişirin.",3.0
478,taze meyve (elma),52.0,0.3,14.0,0.2,adet,1.0,1.0,gram,182.0,Elma,Elma yıkanır ve doğrudan yenir.,3.0
479,Makarnali tavuk,250.0,20.0,30.0,8.0,porsiyon,1.0,1.0,gram,100.0,"tavuk, makarna, zeytinyağı, baharatlar","Tavuk parçalarını baharatlarla marine edip, zeytinyağında soteleyin. Makarnayı haşlayın ve tavukla karıştırın.",10.0
480,KOFTELI MANTI,250.0,12.0,30.0,10.0,porsiyon,1.0,1.0,gram,100.0,"kıyma, un, yoğurt, yumurta, soğan","Hamur hazırlanır, köfteler yapılır, haşlanır ve yoğurt ile servis edilir.",10.0
481,kokorec,200.0,15.0,2.0,15.0,porsiyon,1.0,1.0,gram,100.0,"kuzu bağırsağı, baharatlar, ekmek","Kuzu bağırsağı baharatlarla marine edilip, şişe dizilerek mangalda pişirilir ve ince ince doğranarak ekmek arasında servis edilir.",10.0
482,Makarnali kofte,350.0,15.0,45.0,12.0,porsiyon,1.0,1.0,gram,100.0,"makarna, kıyma, soğan, baharatlar","Kıymadan köfte yapılıp pişirilir, haşlanmış makarna ile karıştırılır.",10.0
483,mal,0.0,0.0,0.0,0.0,porsiyon,1.0,1.0,gram,100.0,,,10.0
484,fdagdfgsfgsa,0.0,0.0,0.0,0.0,porsiyon,1.0,1.0,gram,100.0,,,10.0
485,afdasfdag,0.0,0.0,0.0,0.0,porsiyon,1.0,1.0,gram,100.0,,,10.0
486,balık,206.0,22.0,0.0,12.0,porsiyon,1.0,1.0,gram,100.0,"balık filetosu, zeytinyağı, limon, tuz, karabiber","Balık filetolarını zeytinyağı, limon suyu, tuz ve karabiberle marine edin. Izgarada veya fırında pişirin.",3.0
487,çorba,150.0,5.0,20.0,5.0,porsiyon,1.0,0.5,ml,250.0,"su, sebzeler, et suyu, baharatlar","Su, sebzeler ve et suyunu karıştırarak kaynatın, baharatlarla tatlandırın.",3.0
488,havuç çubukları,41.0,0.9,9.6,0.2,porsiyon,1.0,1.0,gram,100.0,havuç,Havuçları soyun ve ince uzun çubuklar halinde kesin.,5.0
489,yoğurt (laktozsuz),60.0,5.0,7.0,2.0,porsiyon,1.0,1.0,gram,100.0,"Laktozsuz süt, yoğurt kültürü","Laktozsuz süt, yoğurt kültürü ile mayalanarak hazırlanır.",0.0
490,mantar sote,120.0,5.0,10.0,7.0,porsiyon,1.0,1.0,gram,150.0,"mantar, soğan, biber, zeytinyağı","Mantarları dilimleyin, soğan ve biberle birlikte zeytinyağında soteleyin.",4.0
491,mercimek pilavı,280.0,10.0,45.0,6.0,porsiyon,1.0,1.0,gram,200.0,"mercimek, pirinç, soğan, zeytinyağı, su, tuz","Mercimek ve pirinci yıkayın. Soğanı doğrayıp zeytinyağında kavurun, mercimek ve pirinci ekleyin. Üzerine su ve tuz ekleyip pişirin.",4.0
492,sebzeli çorba,150.0,5.0,20.0,4.0,porsiyon,1.0,0.5,ml,250.0,"havuç, patates, soğan, kabak, su, zeytinyağı","Tüm sebzeleri doğrayın ve zeytinyağında kavurun. Üzerine su ekleyip kaynatın, ardından baharatlarla tatlandırın.",4.0
493,izgara kuzu pirzola,250.0,25.0,0.0,17.0,adet,1.0,1.0,gram,100.0,"kuzu pirzola, zeytinyağı, tuz, karabiber","Kuzu pirzolaları zeytinyağı, tuz ve karabiber ile marine edin. Izgarada her iki tarafını da 3-4 dakika pişirin.",4.0
494,tarhana çorbası,60.0,2.5,10.0,1.0,porsiyon,1.0,1.0,ml,200.0,"tarhana, su, salça, tereyağı, baharatlar","Tarhana, su ve salça karıştırılarak kaynatılır. Tereyağı ve baharatlar eklenerek pişirilir.",3.0
495,"menemen (yumurta, domates, biber)",180.0,10.0,8.0,12.0,porsiyon,1.0,0.5,gram,200.0,"yumurta, domates, biber",Domates ve biberi doğrayıp tavada soteleyin. Üzerine çırpılmış yumurtaları ekleyip pişirin.,3.0
496,balık çorbası,150.0,20.0,10.0,5.0,porsiyon,1.0,0.5,ml,250.0,"balık, sebzeler, su, baharatlar","Balık, sebzeler ve baharatlar su ile kaynatılarak pişirilir.",4.0
497,sade yulaf,389.0,16.9,66.3,6.9,porsiyon,0.0,0.0,gram,40.0,yulaf ezmesi,Yulaf ezmesini süt veya su ile karıştırarak pişirin.,3.0
498,çırpılmış yumurta,200.0,14.0,1.0,15.0,adet,2.0,1.0,gram,100.0,"yumurta, tereyağı veya sıvı yağ, tuz",Yumurtaları bir kasede çırpın. Tavada tereyağını eritin ve çırpılmış yumurtaları ekleyin. Karıştırarak pişirin.,6.0
499,taze ananas,50.0,0.5,13.1,0.1,porsiyon,1.0,1.0,gram,100.0,ananas,"Ananası soyun ve dilimleyin, taze olarak tüketin.",500.0
500,sebzeli tavuk yahnisi,250.0,25.0,15.0,10.0,porsiyon,1.0,1.0,gram,300.0,"tavuk göğsü, havuç, patates, soğan, sarımsak, zeytinyağı, domates salçası, baharatlar","Tavuk parçalarını zeytinyağında kavurun. Soğan, sarımsak, havuç ve patates ekleyin. Domates salçası ve baharatları ekleyip karıştırın. Üzerine su ekleyip kısık ateşte pişirin.",4.0
501,meyve (muz),89.0,1.1,22.8,0.3,adet,1.0,1.0,gram,118.0,muz,Muzu soyup direkt tüketebilirsiniz.,5.0
502,ispanak yemeği,150.0,5.0,20.0,7.0,porsiyon,1.0,1.0,gram,200.0,"ıspanak, soğan, zeytinyağı, pirinç, su, tuz","Soğanları zeytinyağında kavurun, ıspanakları ekleyip karıştırın. Pirinç ve su ilave edip pişirin.",4.0
503,meyve (portakal),62.0,1.2,15.4,0.2,adet,1.0,1.0,gram,131.0,portakal,Portakalı soyun ve dilimleyerek servis yapın.,3.0
504,meyve (şeftali),39.0,0.9,9.5,0.3,adet,1.0,1.0,gram,150.0,şeftali,Taze şeftaliyi yıkayın ve doğrayarak tüketin.,3.0
505,kaşarlı poğaça,250.0,7.0,30.0,12.0,adet,1.0,1.0,gram,80.0,"un, kaşar peyniri, süt, yumurta, tereyağı","Un, süt, yumurta ve tereyağı karıştırılarak hamur yapılır, içine kaşar peyniri konarak şekil verilir ve fırında pişirilir.",5.0
506,meyve (üzüm),69.0,0.72,18.1,0.16,porsiyon,1.0,1.0,gram,100.0,üzüm,Üzümleri yıkayın ve taze olarak tüketin.,500.0
507,yeşillik tabağı,50.0,3.0,8.0,1.0,porsiyon,1.0,1.0,gram,150.0,"marul, roka, ıspanak, maydanoz, dereotu, limon","Tüm yeşillikleri yıkayıp doğrayın, bir kaseye alın ve üzerine limon suyu gezdirin.",3.0
508,sebze sote,150.0,3.0,15.0,8.0,porsiyon,1.0,0.5,gram,150.0,"kabak, havuç, biber, soğan, zeytinyağı","Sebzeleri ince dilimler halinde doğrayın. Zeytinyağını tavada ısıtın, soğanı ekleyip pembeleşene kadar kavurun. Ardından diğer sebzeleri ekleyip orta ateşte soteleyin.",4.0
509,Et,250.0,26.0,0.0,17.0,porsiyon,1.0,1.0,gram,100.0,kırmızı et,"Et, çeşitli pişirme yöntemleriyle hazırlanabilir.",10.0
